Dublin Core: File Path/URL,Dublin Core: Title,Dublin Core: Subject,Dublin Core: Description,Dublin Core: Creator,Dublin Core: Source,Dublin Core: Publisher,Dublin Core: Date,Dublin Core: Contributor,Dublin Core: Rights,Dublin Core: Relation,Dublin Core: Format,Dublin Core: Language,Dublin Core: Type,Dublin Core: Identifier,Dublin Core: Coverage,Dublin Core: Tags
link directly to file on web or on server/repository,Norma: große Oper in zwei Acten,Opera | Libretti,Music by Bellini. Translated from the Italian by Felix Romani and George Ott.,"Bellini, Vincenzo | Romani, Felice",Goethe Universität Frankfurt am Main,Fischer & Kürsten,1860,,Public Domain,,Libretto,ger,Text,urn:nbn:de:hebis:30:3-259103,"Leipzig, Germany",
